,Unnamed: 0,Company name,Date,Ticker,Industry,Country,Temperature Rise Limit,Industry Rating,Laggard,Average,Leader,comprehensiveness - % of company footprint covered by target
358,3049,ELECTRICITY GENERATING PUBLIC COMPANY LIMITED,2023-05-25,(EGCO),Industry: Utilities,Country/Region: Thailand,An Implied Temperature Rise of between 2°C and 3.2°C indicates that ELECTRICITY GENERATING PUBLIC COMPANY LIMITED is misaligned with global climate goals and is in line with a business-as-usual scenario.,EGCO is Average among 138 companies in the utilities industry.,"CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, CARBON EMISSIONS, WATER STRESS, ","HUMAN CAPITAL DEVELOPMENT, OPPORTUNITIES IN RENEWABLE ENERGY, TOXIC EMISSIONS & WASTE, ","EGCO is not a leader on any of the Key Issues that we evaluated for its industry., ",
359,3050,"Daan Gene Co., Ltd.",2023-05-25,(002030),Industry: Biotechnology,Country/Region: China,"An Implied Temperature Rise of between 1.5 and 2.0°C indicates that Daan Gene Co., Ltd. is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.",Daan Gene is Average among 40 companies in the biotechnology industry.,"CORPORATE BEHAVIOR, TOXIC EMISSIONS & WASTE, ","CORPORATE GOVERNANCE, HUMAN CAPITAL DEVELOPMENT, ACCESS TO HEALTH CARE, ","PRODUCT SAFETY & QUALITY, ",
360,3141,MINES AGNICO EAGLE LIMITEE,2023-05-25,(AEM),Industry: Metals and Mining - Precious Metals,Country/Region: Canada,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that MINES AGNICO EAGLE LIMITEE is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,AEM is a leader among 23 companies in the metals and mining - precious metals industry.,"AEM is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE GOVERNANCE, TOXIC EMISSIONS & WASTE, HEALTH & SAFETY, BIODIVERSITY & LAND USE, ","CORPORATE GOVERNANCE, TOXIC EMISSIONS & WASTE, HEALTH & SAFETY, BIODIVERSITY & LAND USE, ","CORPORATE BEHAVIOR, COMMUNITY RELATIONS, LABOR MANAGEMENT, WATER STRESS, ",25.18%
361,3143,ANHUI GUJING DISTILLERY COMPANY LIMITED,2023-05-25,(000596),Industry: Beverages,Country/Region: China,An Implied Temperature Rise of between 2°C and 3.2°C indicates that ANHUI GUJING DISTILLERY COMPANY LIMITED is misaligned with global climate goals and is in line with a business-as-usual scenario.,Gujing is a laggard among 52 companies in the beverages industry.,"CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, WATER STRESS, PRODUCT SAFETY & QUALITY, PRODUCT CARBON FOOTPRINT, ","HEALTH & SAFETY, PACKAGING MATERIAL & WASTE, ","Gujing is not a leader on any of the Key Issues that we evaluated for its industry., ",
362,3144,Anhui Kouzi Distillery Co Ltd,2023-05-25,(603589),Industry: Beverages,Country/Region: China,An Implied Temperature Rise of between 2°C and 3.2°C indicates that Anhui Kouzi Distillery Co Ltd is misaligned with global climate goals and is in line with a business-as-usual scenario.,Anhui Kouzi is a laggard among 52 companies in the beverages industry.,"CORPORATE BEHAVIOR, WATER STRESS, PRODUCT SAFETY & QUALITY, HEALTH & SAFETY, PACKAGING MATERIAL & WASTE, PRODUCT CARBON FOOTPRINT, ","CORPORATE GOVERNANCE, ","Anhui Kouzi is not a leader on any of the Key Issues that we evaluated for its industry., ",
363,3145,Anhui Yingjia Distillery Co Ltd,2023-05-25,(603198),Industry: Beverages,Country/Region: China,An Implied Temperature Rise of between 2°C and 3.2°C indicates that Anhui Yingjia Distillery Co Ltd is misaligned with global climate goals and is in line with a business-as-usual scenario.,Yingjia Distillery is a laggard among 52 companies in the beverages industry.,"CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, WATER STRESS, PRODUCT SAFETY & QUALITY, HEALTH & SAFETY, PACKAGING MATERIAL & WASTE, ","PRODUCT CARBON FOOTPRINT, ","Yingjia Distillery is not a leader on any of the Key Issues that we evaluated for its industry., ",
364,3146,ANHUI CONCH CEMENT COMPANY LIMITED,2023-05-25,(600585),Industry: Construction Materials,Country/Region: China,An Implied Temperature Rise of above 3.2°C indicates that ANHUI CONCH CEMENT COMPANY LIMITED is strongly misaligned with global climate goals. Its contribution to catastrophic climate change is higher than most.,Anhui Conch is Average among 23 companies in the construction materials industry.,"CORPORATE GOVERNANCE, LABOR MANAGEMENT, ","CORPORATE BEHAVIOR, CARBON EMISSIONS, TOXIC EMISSIONS & WASTE, HEALTH & SAFETY, ","Anhui Conch is not a leader on any of the Key Issues that we evaluated for its industry., ",
365,3147,"Anhui Honglu Steel Construction (Group) CO., LTD",2023-05-25,(002541),Industry: Building Products,Country/Region: China,"An Implied Temperature Rise of between 2°C and 3.2°C indicates that Anhui Honglu Steel Construction (Group) CO., LTD is misaligned with global climate goals and is in line with a business-as-usual scenario.",Anhui Honglu Steel is a laggard among 27 companies in the building products industry.,"CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, LABOR MANAGEMENT, HEALTH & SAFETY, OPPORTUNITIES IN CLEAN TECH, ","CARBON EMISSIONS, TOXIC EMISSIONS & WASTE, ","Anhui Honglu Steel is not a leader on any of the Key Issues that we evaluated for its industry., ",
366,3196,YES BANK LIMITED,2023-05-25,(YESBANK),Industry: Banks,Country/Region: India,An Implied Temperature Rise of between 2°C and 3.2°C indicates that YES BANK LIMITED is misaligned with global climate goals and is in line with a business-as-usual scenario.,YES BANK is Average among 198 companies in the banks industry.,"CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, ","CONSUMER FINANCIAL PROTECTION, FINANCING ENVIRONMENTAL IMPACT, ACCESS TO FINANCE, PRIVACY & DATA SECURITY, ","CORPORATE GOVERNANCE, ",3.4%
367,3199,Sociedad Quimica y Minera de Chile S.A.,2023-05-25,(S2CH34),Industry: Specialty Chemicals,Country/Region: Chile,An Implied Temperature Rise of between 2°C and 3.2°C indicates that Sociedad Quimica y Minera de Chile S.A. is misaligned with global climate goals and is in line with a business-as-usual scenario.,SQM is Average among 69 companies in the specialty chemicals industry.,"TOXIC EMISSIONS & WASTE, WATER STRESS, ","CORPORATE GOVERNANCE, CARBON EMISSIONS, HEALTH & SAFETY, OPPORTUNITIES IN CLEAN TECH, ","CORPORATE BEHAVIOR, BIODIVERSITY & LAND USE, CHEMICAL SAFETY, ",
368,3202,"EFG-Hermes Holdings, SAE",2023-05-25,(HRHO),Industry: Investment Banking & Brokerage,Country/Region: Egypt,"An Implied Temperature Rise of below 1.5°C indicates that EFG-Hermes Holdings, SAE is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.","EFG-Hermes Holdings, SAE is Average among 53 companies in the investment banking & brokerage industry.","CORPORATE GOVERNANCE, FINANCING ENVIRONMENTAL IMPACT, ","CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, ","RESPONSIBLE INVESTMENT, ",
369,3217,"QORVO, INC.",2023-05-25,(QRVO),Industry: Semiconductors & Semiconductor Equipment,Country/Region: United States of America,"An Implied Temperature Rise of between 2°C and 3.2°C indicates that QORVO, INC. is misaligned with global climate goals and is in line with a business-as-usual scenario.",Qorvo is Average among 91 companies in the semiconductors & semiconductor equipment industry.,"HUMAN CAPITAL DEVELOPMENT, ","CORPORATE GOVERNANCE, WATER STRESS, OPPORTUNITIES IN CLEAN TECH, CONTROVERSIAL SOURCING, ","CORPORATE BEHAVIOR, ",
370,3219,"BIO-RAD LABORATORIES, INC.",2023-05-25,(BIO),Industry: Health Care Equipment & Supplies,Country/Region: United States of America,"An Implied Temperature Rise of between 1.5 and 2.0°C indicates that BIO-RAD LABORATORIES, INC. is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.",Bio-Rad is Average among 83 companies in the health care equipment & supplies industry.,"CORPORATE GOVERNANCE, ","CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, PRODUCT SAFETY & QUALITY, CARBON EMISSIONS, ","Bio-Rad is not a leader on any of the Key Issues that we evaluated for its industry., ",3.08%
371,3220,RADIANCE HOLDINGS (GROUP) COMPANY LIMITED,2023-05-25,(9993),Industry: Real Estate Development & Diversified Activities,Country/Region: China,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that RADIANCE HOLDINGS (GROUP) COMPANY LIMITED is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,Radiance Holdings (Group) is Average among 55 companies in the real estate development & diversified activities industry.,"CORPORATE BEHAVIOR, OPPORTUNITIES IN GREEN BUILDING, HEALTH & SAFETY, PRODUCT SAFETY & QUALITY, ","CORPORATE GOVERNANCE, ","Radiance Holdings (Group) is not a leader on any of the Key Issues that we evaluated for its industry., ",
372,3221,SUN LIFE FINANCIAL INC,2023-05-25,(SLF),Industry: Life & Health Insurance,Country/Region: Canada,An Implied Temperature Rise of below 1.5°C indicates that SUN LIFE FINANCIAL INC is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.,Sun Life is a leader among 40 companies in the life & health insurance industry.,"Sun Life is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, PRIVACY & DATA SECURITY, RESPONSIBLE INVESTMENT, CLIMATE CHANGE VULNERABILITY, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, PRIVACY & DATA SECURITY, RESPONSIBLE INVESTMENT, CLIMATE CHANGE VULNERABILITY, ","ACCESS TO FINANCE, ",100.0%
373,3223,NEXI SPA,2023-05-25,(NEXI),Industry: Diversified Financials,Country/Region: Italy,An Implied Temperature Rise of below 1.5°C indicates that NEXI SPA is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.,Nexi is a leader among 63 companies in the diversified financials industry.,"PRIVACY & DATA SECURITY, ","CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, CARBON EMISSIONS, ","CORPORATE GOVERNANCE, ACCESS TO FINANCE, ",1.03%
374,3224,"NEXTERA ENERGY, INC.",2023-05-25,(NEE),Industry: Utilities,Country/Region: United States of America,"An Implied Temperature Rise of between 2°C and 3.2°C indicates that NEXTERA ENERGY, INC. is misaligned with global climate goals and is in line with a business-as-usual scenario.",NEE is a leader among 138 companies in the utilities industry.,"NEE is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, CARBON EMISSIONS, HUMAN CAPITAL DEVELOPMENT, TOXIC EMISSIONS & WASTE, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, CARBON EMISSIONS, HUMAN CAPITAL DEVELOPMENT, TOXIC EMISSIONS & WASTE, ","WATER STRESS, OPPORTUNITIES IN RENEWABLE ENERGY, ",64.41%
375,3225,"NEXON Co., Ltd.",2023-05-25,(3659),Industry: Media & Entertainment,Country/Region: Japan,"An Implied Temperature Rise of between 1.5 and 2.0°C indicates that NEXON Co., Ltd. is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.",Nexon is Average among 68 companies in the media & entertainment industry.,"CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, CARBON EMISSIONS, ","CORPORATE GOVERNANCE, PRIVACY & DATA SECURITY, ","Nexon is not a leader on any of the Key Issues that we evaluated for its industry., ",
376,3226,NEXT PLC,2023-05-25,(NXT),Industry: Retail - Consumer Discretionary,Country/Region: United Kingdom,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that NEXT PLC is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,NEXT is a leader among 70 companies in the retail - consumer discretionary industry.,"LABOR MANAGEMENT, ","CORPORATE BEHAVIOR, PRIVACY & DATA SECURITY, SUPPLY CHAIN LABOR STANDARDS, ","CORPORATE GOVERNANCE, CHEMICAL SAFETY, PRODUCT CARBON FOOTPRINT, RAW MATERIAL SOURCING, ",3.95%
377,3235,Wheaton Precious Metals Corp.,2023-05-25,(WPM),Industry: Metals and Mining - Precious Metals,Country/Region: Canada,An Implied Temperature Rise of between 1.5 and 2.0°C indicates that Wheaton Precious Metals Corp. is in line with the Paris agreement's minimal goal of limiting global mean temperature to below 2°C.,Wheaton is a leader among 23 companies in the metals and mining - precious metals industry.,"Wheaton is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, HEALTH & SAFETY, LABOR MANAGEMENT, WATER STRESS, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, HEALTH & SAFETY, LABOR MANAGEMENT, WATER STRESS, ","TOXIC EMISSIONS & WASTE, BIODIVERSITY & LAND USE, COMMUNITY RELATIONS, ",0.01%
378,3241,Muenchener Rueckversicherungs-Gesellschaft Aktiengesellschaft in Muenchen,2023-05-25,(MUV2),Industry: Multi-Line Insurance & Brokerage,Country/Region: Germany,An Implied Temperature Rise of below 1.5°C indicates that Muenchener Rueckversicherungs-Gesellschaft Aktiengesellschaft in Muenchen is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.,Munich Re is a leader among 25 companies in the multi-line insurance & brokerage industry.,"Munich Re is not a laggard on any of the Key Issues that we evaluated for its industry., CORPORATE GOVERNANCE, CLIMATE CHANGE VULNERABILITY, HUMAN CAPITAL DEVELOPMENT, PRIVACY & DATA SECURITY, ","CORPORATE GOVERNANCE, CLIMATE CHANGE VULNERABILITY, HUMAN CAPITAL DEVELOPMENT, PRIVACY & DATA SECURITY, ","CORPORATE BEHAVIOR, RESPONSIBLE INVESTMENT, ",
379,3252,THE FOSCHINI GROUP LIMITED,2023-05-25,(TFG),Industry: Retail - Consumer Discretionary,Country/Region: South Africa,An Implied Temperature Rise of between 2°C and 3.2°C indicates that THE FOSCHINI GROUP LIMITED is misaligned with global climate goals and is in line with a business-as-usual scenario.,TFG is a leader among 70 companies in the retail - consumer discretionary industry.,"CORPORATE BEHAVIOR, LABOR MANAGEMENT, PRIVACY & DATA SECURITY, ","SUPPLY CHAIN LABOR STANDARDS, CHEMICAL SAFETY, PRODUCT CARBON FOOTPRINT, RAW MATERIAL SOURCING, ","CORPORATE GOVERNANCE, ",
380,3256,CONSTELLATION ENERGY CORPORATION.,2023-05-25,(CEG),Industry: Utilities,Country/Region: United States of America,An Implied Temperature Rise of between 2°C and 3.2°C indicates that CONSTELLATION ENERGY CORPORATION. is misaligned with global climate goals and is in line with a business-as-usual scenario.,CONSTELLATION is Average among 138 companies in the utilities industry.,"COMMUNITY RELATIONS, OPPORTUNITIES IN RENEWABLE ENERGY, TOXIC EMISSIONS & WASTE, WATER STRESS, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, HUMAN CAPITAL DEVELOPMENT, ","CARBON EMISSIONS, ",
381,3266,ALGONQUIN POWER & UTILITIES CORP.,2023-05-25,(AQN),Industry: Utilities,Country/Region: Canada,An Implied Temperature Rise of above 3.2°C indicates that ALGONQUIN POWER & UTILITIES CORP. is strongly misaligned with global climate goals. Its contribution to catastrophic climate change is higher than most.,Algonquin is a leader among 138 companies in the utilities industry.,"OPPORTUNITIES IN RENEWABLE ENERGY, ","CORPORATE BEHAVIOR, WATER STRESS, HUMAN CAPITAL DEVELOPMENT, TOXIC EMISSIONS & WASTE, ","CORPORATE GOVERNANCE, CARBON EMISSIONS, ",38.12%
382,3267,"GIANT MANUFACTURING CO., LTD.",2023-05-25,(9921),Industry: Leisure Products,Country/Region: Taiwan,"An Implied Temperature Rise of between 2°C and 3.2°C indicates that GIANT MANUFACTURING CO., LTD. is misaligned with global climate goals and is in line with a business-as-usual scenario.",Giant is Average among 6 companies in the leisure products industry.,"CORPORATE BEHAVIOR, SUPPLY CHAIN LABOR STANDARDS, PACKAGING MATERIAL & WASTE, PRODUCT SAFETY & QUALITY, ","CORPORATE GOVERNANCE, CHEMICAL SAFETY, ","Giant is not a leader on any of the Key Issues that we evaluated for its industry., ",
383,3268,Giant Network Group Co Ltd,2023-05-25,(9921),Industry: Leisure Products,Country/Region: Taiwan,"An Implied Temperature Rise of between 2°C and 3.2°C indicates that GIANT MANUFACTURING CO., LTD. is misaligned with global climate goals and is in line with a business-as-usual scenario.",Giant is Average among 6 companies in the leisure products industry.,"CORPORATE BEHAVIOR, SUPPLY CHAIN LABOR STANDARDS, PACKAGING MATERIAL & WASTE, PRODUCT SAFETY & QUALITY, ","CORPORATE GOVERNANCE, CHEMICAL SAFETY, ","Giant is not a leader on any of the Key Issues that we evaluated for its industry., ",
384,3275,Kuehne Nagel International AG,2023-05-25,(KNIN),Industry: Marine Transport,Country/Region: Switzerland,An Implied Temperature Rise of below 1.5°C indicates that Kuehne Nagel International AG is in line with the Paris agreement's maximal goal of keeping global mean temperature to 1.5°C.,Kuehne & Nagel is a leader among 14 companies in the marine transport industry.,"LABOR MANAGEMENT, ","Kuehne & Nagel does not score in the average range on any of the Key Issues that we evaluated for its industry., CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, CARBON EMISSIONS, HEALTH & SAFETY, TOXIC EMISSIONS & WASTE, ","CORPORATE GOVERNANCE, CORPORATE BEHAVIOR, CARBON EMISSIONS, HEALTH & SAFETY, TOXIC EMISSIONS & WASTE, ",100.0%
